 


Daily Data Between Two Dates
 ARCADIA (FL)
 USC00080228

Date,TMAX,TMIN,
1919-12-18,68,43,
1919-12-19,72,48,
1919-12-20,74,56,
1919-12-21,69,62,
1919-12-22,68,56,
1919-12-23,65,40,
1919-12-24,65,40,
1919-12-25,68,43,
1919-12-26,71,43,
1919-12-27,70,40,
1919-12-28,67,49,
1919-12-29,64,44,
1919-12-30,71,37,
1919-12-31,71,42,
1920-01-01,74,45,
1920-01-02,71,58,
1920-01-03,61,38,
1920-01-04,59,31,
1920-01-05,56,34,
1920-01-06,67,35,
1920-01-07,74,46,
1920-01-08,72,55,
1920-01-09,80,55,
1920-01-10,78,52,
1920-01-11,77,55,
1920-01-12,73,56,
1920-01-13,78,50,
1920-01-14,75,57,
1920-01-15,74,46,
1920-01-16,77,61,
1920-01-17,75,50,
1920-01-18,81,42,
1920-01-19,70,41,
1920-01-20,72,47,
1920-01-21,81,57,
1920-01-22,81,61,
1920-01-23,83,61,
1920-01-24,83,57,
1920-01-25,83,54,
1920-01-26,82,62,
1920-01-27,82,65,
1920-01-28,80,64,
1920-01-29,79,63,
1920-01-30,74,61,
1920-01-31,73,60,
1920-02-01,76,58,
1920-02-02,78,59,
1920-02-03,76,60,
1920-02-04,71,54,
1920-02-05,61,51,
1920-02-06,M,M,
1920-02-07,72,46,
1920-02-08,64,41,
1920-02-09,70,36,
1920-02-10,65,35,
1920-02-11,77,42,
1920-02-12,M,M,
1920-02-13,84,55,
1920-02-14,76,53,
1920-02-15,63,55,
1920-02-16,60,34,
1920-02-17,67,37,
1920-02-18,68,55,
1920-02-19,68,49,
1920-02-20,72,39,
1920-02-21,76,49,
1920-02-22,M,M,
1920-02-23,M,M,
1920-02-24,M,M,
1920-02-25,M,M,
1920-02-26,69,41,
1920-02-27,59,34,
1920-02-28,65,35,
1920-02-29,64,37,
1920-03-01,53,42,
1920-03-02,65,28,
1920-03-03,75,40,
1920-03-04,80,48,
1920-03-05,70,53,
1920-03-06,63,42,
1920-03-07,66,32,
1920-03-08,68,37,
1920-03-09,73,43,
1920-03-10,79,50,
1920-03-11,84,57,
1920-03-12,87,62,
1920-03-13,83,60,
1920-03-14,M,42,
1920-03-15,76,46,
1920-03-16,81,55,
1920-03-17,89,61,
1920-03-18,89,63,
1920-03-19,86,59,
1920-03-20,86,63,
1920-03-21,77,55,
1920-03-22,68,57,
1920-03-23,85,62,
1920-03-24,84,53,
1920-03-25,92,56,
1920-03-26,90,65,
1920-03-27,90,69,
1920-03-28,95,66,
1920-03-29,92,63,
1920-03-30,88,64,
1920-03-31,93,63,
1920-04-01,93,65,
1920-04-02,92,66,
1920-04-03,89,67,
1920-04-04,89,68,
1920-04-05,79,58,
1920-04-06,71,42,
1920-04-07,82,49,
1920-04-08,86,53,
1920-04-09,88,58,
1920-04-10,81,59,
1920-04-11,85,50,
1920-04-12,80,61,
1920-04-13,79,64,
1920-04-14,77,54,
1920-04-15,77,52,
1920-04-16,80,59,
1920-04-17,78,60,
1920-04-18,91,59,
1920-04-19,92,69,
1920-04-20,93,69,
1920-04-21,89,69,
1920-04-22,89,69,
1920-04-23,89,68,
1920-04-24,92,67,
1920-04-25,92,67,
1920-04-26,95,68,
1920-04-27,90,70,
1920-04-28,83,64,
1920-04-29,67,60,
1920-04-30,83,62,
1920-05-01,90,68,
1920-05-02,92,64,
1920-05-03,M,60,
1920-05-04,90,M,
1920-05-05,92,61,
1920-05-06,89,65,
1920-05-07,89,64,
1920-05-08,87,65,
1920-05-09,86,64,
1920-05-10,89,60,
1920-05-11,90,63,
1920-05-12,94,63,
1920-05-13,94,65,
1920-05-14,96,66,
1920-05-15,95,66,
1920-05-16,83,69,
1920-05-17,82,67,
1920-05-18,75,68,
1920-05-19,87,67,
1920-05-20,84,63,
1920-05-21,87,62,
1920-05-22,90,63,
1920-05-23,92,60,
1920-05-24,M,69,
1920-05-25,92,64,
1920-05-26,87,67,
1920-05-27,85,62,
1920-05-28,88,59,
1920-05-29,92,60,
1920-05-30,94,63,
1920-05-31,92,68,
1920-06-01,95,71,
1920-06-02,97,70,
1920-06-03,93,69,
1920-06-04,92,68,
1920-06-05,92,68,
1920-06-06,87,70,
1920-06-07,80,68,
1920-06-08,88,68,
1920-06-09,91,67,
1920-06-10,89,67,
1920-06-11,90,68,
1920-06-12,92,63,
1920-06-13,93,60,
1920-06-14,94,67,
1920-06-15,94,67,
1920-06-16,96,67,
1920-06-17,97,66,
1920-06-18,95,70,
1920-06-19,100,67,
1920-06-20,94,71,
1920-06-21,93,70,
1920-06-22,90,68,
1920-06-23,92,68,
1920-06-24,90,69,
1920-06-25,92,70,
1920-06-26,90,71,
1920-06-27,88,70,
1920-06-28,88,68,
1920-06-29,93,67,
1920-06-30,79,69,
1920-07-01,M,M,
1920-07-02,83,71,
1920-07-03,85,71,
1920-07-04,89,70,
1920-07-05,86,70,
1920-07-06,M,M,
1920-07-07,M,M,
1920-07-08,93,M,
1920-07-09,95,72,
1920-07-10,94,69,
1920-07-11,94,70,
1920-07-12,93,70,
1920-07-13,94,71,
1920-07-14,92,69,
1920-07-15,93,70,
1920-07-16,93,70,
1920-07-17,94,71,
1920-07-18,93,68,
1920-07-19,92,70,
1920-07-20,92,72,
1920-07-21,94,71,
1920-07-22,92,72,
1920-07-23,90,68,
1920-07-24,86,70,
1920-07-25,85,70,
1920-07-26,86,72,
1920-07-27,90,74,
1920-07-28,89,71,
1920-07-29,92,72,
1920-07-30,91,73,
1920-07-31,90,71,
1920-08-01,87,63,
1920-08-02,86,73,
1920-08-03,89,71,
1920-08-04,92,71,
1920-08-05,94,72,
1920-08-06,92,68,
1920-08-07,91,70,
1920-08-08,90,72,
1920-08-09,92,75,
1920-08-10,94,72,
1920-08-11,94,71,
1920-08-12,96,72,
1920-08-13,M,M,
1920-08-14,M,M,
1920-08-15,94,71,
1920-08-16,92,68,
1920-08-17,93,68,
1920-08-18,94,73,
1920-08-19,93,72,
1920-08-20,92,71,
1920-08-21,96,72,
1920-08-22,95,71,
1920-08-23,97,71,
1920-08-24,94,72,
1920-08-25,93,73,
1920-08-26,93,69,
1920-08-27,94,72,
1920-08-28,95,71,
1920-08-29,93,71,
1920-08-30,93,70,
1920-08-31,94,69,
1920-09-01,96,69,
1920-09-02,91,71,
1920-09-03,94,70,
1920-09-04,92,69,
1920-09-05,85,70,
1920-09-06,86,70,
1920-09-07,94,70,
1920-09-08,94,68,
1920-09-09,95,70,
1920-09-10,94,70,
1920-09-11,94,72,
1920-09-12,95,72,
1920-09-13,96,72,
1920-09-14,95,71,
1920-09-15,92,72,
1920-09-16,92,69,
1920-09-17,92,69,
1920-09-18,91,69,
1920-09-19,89,70,
1920-09-20,92,70,
1920-09-21,91,72,
1920-09-22,90,71,
1920-09-23,91,70,
1920-09-24,88,71,
1920-09-25,87,70,
1920-09-26,88,70,
1920-09-27,89,70,
1920-09-28,87,72,
1920-09-29,86,72,
1920-09-30,82,68,
1920-10-01,72,50,
1920-10-02,80,51,
1920-10-03,81,58,
1920-10-04,79,68,
1920-10-05,71,68,
1920-10-06,83,67,
1920-10-07,82,62,
1920-10-08,77,55,
1920-10-09,81,55,
1920-10-10,83,55,
1920-10-11,86,62,
1920-10-12,85,64,
1920-10-13,85,62,
1920-10-14,85,64,
1920-10-15,85,63,
1920-10-16,85,64,
1920-10-17,85,64,
1920-10-18,85,68,
1920-10-19,85,66,
1920-10-20,85,68,
1920-10-21,83,66,
1920-10-22,84,65,
1920-10-23,86,64,
1920-10-24,85,65,
1920-10-25,87,65,
1920-10-26,86,65,
1920-10-27,87,65,
1920-10-28,77,68,
1920-10-29,72,48,
1920-10-30,75,51,
1920-10-31,76,54,
1920-11-01,81,57,
1920-11-02,81,59,
1920-11-03,80,57,
1920-11-04,81,59,
1920-11-05,79,48,
1920-11-06,83,59,
1920-11-07,81,60,
1920-11-08,82,61,
1920-11-09,83,62,
1920-11-10,83,61,
1920-11-11,86,63,
1920-11-12,74,66,
1920-11-13,75,59,
1920-11-14,77,62,
1920-11-15,75,65,
1920-11-16,73,62,
1920-11-17,65,52,
1920-11-18,70,43,
1920-11-19,72,51,
1920-11-20,76,58,
1920-11-21,82,66,
1920-11-22,81,65,
1920-11-23,80,57,
1920-11-24,74,45,
1920-11-25,71,45,
1920-11-26,74,48,
1920-11-27,75,52,
1920-11-28,76,56,
1920-11-29,74,49,
1920-11-30,76,60,
1920-12-01,71,60,
1920-12-02,64,43,
1920-12-03,73,46,
1920-12-04,79,52,
1920-12-05,75,63,
1920-12-06,76,52,
1920-12-07,77,62,
1920-12-08,75,62,
1920-12-09,M,48,
1920-12-10,70,48,
1920-12-11,68,43,
1920-12-12,76,47,
1920-12-13,80,56,
1920-12-14,M,M,
1920-12-15,71,41,
1920-12-16,61,42,
1920-12-17,66,35,
1920-12-18,65,41,
1920-12-19,70,43,
1920-12-20,76,50,
1920-12-21,79,53,
1920-12-22,85,61,
1920-12-23,79,63,
1920-12-24,75,53,
1920-12-25,73,40,
1920-12-26,75,50,
1920-12-27,82,62,
1920-12-28,75,59,
1920-12-29,62,39,
1920-12-30,68,43,
1920-12-31,73,48,
1921-01-01,78,52,
1921-01-02,74,62,
1921-01-03,79,65,
1921-01-04,80,57,
1921-01-05,80,60,
1921-01-06,75,59,
1921-01-07,73,47,
1921-01-08,75,49,
1921-01-09,78,53,
1921-01-10,72,52,
1921-01-11,72,42,
1921-01-12,76,46,
1921-01-13,78,54,
1921-01-14,82,55,
1921-01-15,65,49,
1921-01-16,64,36,
1921-01-17,71,37,
1921-01-18,70,41,
1921-01-19,75,47,
1921-01-20,73,54,
1921-01-21,73,57,
1921-01-22,75,55,
1921-01-23,76,59,
1921-01-24,75,53,
1921-01-25,75,49,
1921-01-26,77,49,
1921-01-27,70,45,
1921-01-28,68,40,
1921-01-29,74,43,
1921-01-30,77,50,
1921-01-31,78,50,
1921-02-01,M,M,
1921-02-02,M,M,
1921-02-03,70,48,
1921-02-04,80,51,
1921-02-05,79,61,
1921-02-06,80,62,
1921-02-07,83,65,
1921-02-08,82,63,
1921-02-09,83,61,
1921-02-10,84,61,
1921-02-11,75,59,
1921-02-12,69,46,
1921-02-13,70,45,
1921-02-14,76,46,
1921-02-15,77,46,
1921-02-16,79,48,
1921-02-17,79,35,
1921-02-18,80,55,
1921-02-19,81,57,
1921-02-20,80,57,
1921-02-21,77,56,
1921-02-22,75,50,
1921-02-23,82,50,
1921-02-24,72,46,
1921-02-25,62,39,
1921-02-26,69,40,
1921-02-27,74,39,
1921-02-28,76,42,
1921-03-01,79,48,
1921-03-02,82,54,
1921-03-03,82,57,
1921-03-04,77,52,
1921-03-05,81,51,
1921-03-06,83,55,
1921-03-07,84,54,
1921-03-08,87,62,
1921-03-09,88,68,
1921-03-10,82,67,
1921-03-11,86,63,
1921-03-12,86,62,
1921-03-13,89,60,
1921-03-14,90,60,
1921-03-15,89,60,
1921-03-16,90,61,
1921-03-17,M,M,
1921-03-18,89,60,
1921-03-19,90,63,
1921-03-20,89,64,
1921-03-21,87,65,
1921-03-22,86,55,
1921-03-23,87,53,
1921-03-24,89,58,
1921-03-25,89,59,
1921-03-26,92,62,
1921-03-27,89,63,
1921-03-28,88,62,
1921-03-29,86,66,
1921-03-30,88,64,
1921-03-31,88,64,
1921-04-01,85,65,
1921-04-02,85,69,
1921-04-03,84,62,
1921-04-04,85,58,
1921-04-05,89,60,
1921-04-06,88,59,
1921-04-07,92,59,
1921-04-08,93,62,
1921-04-09,93,61,
1921-04-10,91,62,
1921-04-11,77,51,
1921-04-12,80,43,
1921-04-13,84,53,
1921-04-14,88,57,
1921-04-15,90,64,
1921-04-16,92,63,
1921-04-17,90,64,
1921-04-18,89,64,
1921-04-19,79,45,
1921-04-20,83,48,
1921-04-21,85,50,
1921-04-22,83,58,
1921-04-23,94,63,
1921-04-24,91,63,
1921-04-25,92,68,
1921-04-26,92,64,
1921-04-27,91,67,
1921-04-28,91,65,
1921-04-29,88,64,
1921-04-30,88,55,
1921-05-01,86,51,
1921-05-02,88,50,
1921-05-03,83,55,
1921-05-04,77,50,
1921-05-05,78,46,
1921-05-06,84,52,
1921-05-07,89,49,
1921-05-08,90,48,
1921-05-09,94,53,
1921-05-10,95,58,
1921-05-11,92,60,
1921-05-12,95,63,
1921-05-13,91,63,
1921-05-14,94,65,
1921-05-15,83,65,
1921-05-16,85,65,
1921-05-17,89,68,
1921-05-18,84,66,
1921-05-19,88,64,
1921-05-20,86,65,
1921-05-21,88,65,
1921-05-22,88,66,
1921-05-23,89,66,
1921-05-24,90,61,
1921-05-25,92,65,
1921-05-26,93,64,
1921-05-27,94,67,
1921-05-28,94,66,
1921-05-29,97,69,
1921-05-30,94,69,
1921-05-31,M,M,
1921-06-01,93,66,
1921-06-02,94,68,
1921-06-03,92,69,
1921-06-04,M,M,
1921-06-05,M,M,
1921-06-06,92,67,
1921-06-07,90,66,
1921-06-08,88,65,
1921-06-09,90,64,
1921-06-10,85,62,
1921-06-11,M,M,
1921-06-12,95,64,
1921-06-13,94,66,
1921-06-14,97,67,
1921-06-15,99,69,
1921-06-16,95,69,
1921-06-17,96,69,
1921-06-18,97,70,
1921-06-19,98,70,
1921-06-20,99,70,
1921-06-21,100,67,
1921-06-22,101,69,
1921-06-23,99,70,
1921-06-24,98,69,
1921-06-25,98,68,
1921-06-26,97,69,
1921-06-27,95,71,
1921-06-28,95,71,
1921-06-29,92,70,
1921-06-30,94,70,
1921-07-01,90,70,
1921-07-02,86,69,
1921-07-03,90,70,
1921-07-04,M,M,
1921-07-05,91,69,
1921-07-06,84,71,
1921-07-07,81,78,
1921-07-08,91,71,
1921-07-09,94,70,
1921-07-10,96,71,
1921-07-11,96,68,
1921-07-12,91,71,
1921-07-13,94,71,
1921-07-14,94,70,
1921-07-15,M,M,
1921-07-16,M,M,
1921-07-17,93,68,
1921-07-18,96,68,
1921-07-19,95,69,
1921-07-20,97,70,
1921-07-21,97,71,
1921-07-22,96,68,
1921-07-23,94,67,
1921-07-24,89,70,
1921-07-25,93,68,
1921-07-26,89,69,
1921-07-27,90,70,
1921-07-28,91,70,
1921-07-29,90,70,
1921-07-30,92,71,
1921-07-31,92,71,
1921-08-01,93,70,
1921-08-02,97,73,
1921-08-03,97,74,
1921-08-04,M,M,
1921-08-05,M,M,
1921-08-06,97,70,
1921-08-07,95,71,
1921-08-08,97,70,
1921-08-09,93,67,
1921-08-10,M,M,
1921-08-11,90,71,
1921-08-12,95,71,
1921-08-13,93,71,
1921-08-14,93,70,
1921-08-15,93,70,
1921-08-16,95,70,
1921-08-17,94,71,
1921-08-18,97,70,
1921-08-19,M,M,
1921-08-20,M,M,
1921-08-21,M,M,
1921-08-22,M,M,
1921-08-23,M,M,
1921-08-24,M,M,
1921-08-25,M,M,
1921-08-26,M,M,
1921-08-27,M,M,
1921-08-28,M,M,
1921-08-29,M,M,
1921-08-30,M,M,
1921-08-31,M,M,
1921-09-01,M,M,
1921-09-02,M,M,
1921-09-03,M,M,
1921-09-04,M,M,
1921-09-05,M,M,
1921-09-06,M,M,
1921-09-07,M,M,
1921-09-08,M,M,
1921-09-09,M,M,
1921-09-10,M,M,
1921-09-11,M,M,
1921-09-12,M,M,
1921-09-13,M,M,
1921-09-14,M,M,
1921-09-15,M,M,
1921-09-16,M,M,
1921-09-17,M,M,
1921-09-18,M,M,
1921-09-19,M,M,
1921-09-20,M,M,
1921-09-21,85,67,
1921-09-22,76,64,
1921-09-23,84,64,
1921-09-24,86,67,
1921-09-25,82,68,
1921-09-26,79,70,
1921-09-27,84,70,
1921-09-28,89,70,
1921-09-29,87,70,
1921-09-30,89,70,
1921-10-01,M,M,
1921-10-02,M,M,
1921-10-03,M,M,
1921-10-04,M,M,
1921-10-05,M,M,
1921-10-06,M,M,
1921-10-07,M,M,
1921-10-08,M,M,
1921-10-09,M,M,
1921-10-10,M,M,
1921-10-11,M,M,
1921-10-12,M,M,
1921-10-13,M,M,
1921-10-14,M,M,
1921-10-15,M,M,
1921-10-16,M,M,
1921-10-17,M,M,
1921-10-18,M,M,
1921-10-19,M,M,
1921-10-20,M,M,
1921-10-21,M,M,
1921-10-22,M,M,
1921-10-23,M,M,
1921-10-24,M,M,
1921-10-25,M,M,
1921-10-26,M,M,
1921-10-27,M,M,
1921-10-28,M,M,
1921-10-29,M,M,
1921-10-30,M,M,
1921-10-31,M,M,
1921-11-01,M,M,
1921-11-02,M,M,
1921-11-03,M,M,
1921-11-04,M,M,
1921-11-05,M,M,
1921-11-06,M,M,
1921-11-07,M,M,
1921-11-08,M,M,
1921-11-09,M,M,
1921-11-10,M,M,
1921-11-11,M,M,
1921-11-12,M,M,
1921-11-13,M,M,
1921-11-14,M,M,
1921-11-15,M,M,
1921-11-16,M,M,
1921-11-17,M,M,
1921-11-18,M,M,
1921-11-19,M,M,
1921-11-20,M,M,
1921-11-21,M,M,
1921-11-22,M,M,
1921-11-23,M,M,
1921-11-24,M,M,
1921-11-25,M,M,
1921-11-26,M,M,
1921-11-27,M,M,
1921-11-28,M,M,
1921-11-29,M,M,
1921-11-30,M,M,
1921-12-01,M,M,
1921-12-02,M,M,
1921-12-03,M,M,
1921-12-04,M,M,
1921-12-05,M,M,
1921-12-06,M,M,
1921-12-07,M,M,
1921-12-08,M,M,
1921-12-09,M,M,
1921-12-10,M,M,
1921-12-11,M,M,
1921-12-12,M,M,
1921-12-13,M,M,
1921-12-14,M,M,
1921-12-15,M,M,
1921-12-16,M,M,
1921-12-17,M,M,
1921-12-18,M,M,
1921-12-19,M,M,
1921-12-20,M,M,
1921-12-21,M,M,
1921-12-22,M,M,
1921-12-23,M,M,
1921-12-24,M,M,
1921-12-25,M,M,
1921-12-26,M,M,
1921-12-27,M,M,
1921-12-28,M,M,
1921-12-29,M,M,
1921-12-30,M,M,
1921-12-31,M,M,
1922-01-01,M,M,
1922-01-02,M,M,
1922-01-03,M,M,
1922-01-04,M,M,
1922-01-05,M,M,
1922-01-06,M,M,
1922-01-07,M,M,
1922-01-08,M,M,
1922-01-09,M,M,
1922-01-10,M,M,
1922-01-11,M,M,
1922-01-12,M,M,
1922-01-13,M,M,
1922-01-14,M,M,
1922-01-15,M,M,
1922-01-16,M,M,
1922-01-17,M,M,
1922-01-18,M,M,
1922-01-19,M,M,
1922-01-20,M,M,
1922-01-21,M,M,
1922-01-22,M,M,
1922-01-23,M,M,
1922-01-24,M,M,
1922-01-25,M,M,
1922-01-26,M,M,
1922-01-27,M,M,
1922-01-28,M,M,
1922-01-29,M,M,
1922-01-30,M,M,
1922-01-31,M,M,
1922-02-01,M,M,
1922-02-02,M,M,
1922-02-03,M,M,
1922-02-04,M,M,
1922-02-05,M,M,
1922-02-06,M,M,
1922-02-07,M,M,
1922-02-08,M,M,
1922-02-09,M,M,
1922-02-10,M,M,
1922-02-11,M,M,
1922-02-12,M,M,
1922-02-13,M,M,
1922-02-14,M,M,
1922-02-15,M,M,
1922-02-16,M,M,
1922-02-17,M,M,
1922-02-18,M,M,
1922-02-19,M,M,
1922-02-20,M,M,
1922-02-21,M,M,
1922-02-22,M,M,
1922-02-23,M,M,
1922-02-24,M,M,
1922-02-25,M,M,
1922-02-26,M,M,
1922-02-27,M,M,
1922-02-28,M,M,
1922-03-01,M,M,
1922-03-02,M,M,
1922-03-03,M,M,
1922-03-04,M,M,
1922-03-05,M,M,
1922-03-06,M,M,
1922-03-07,M,M,
1922-03-08,M,M,
1922-03-09,M,M,
1922-03-10,M,M,
1922-03-11,M,M,
1922-03-12,M,M,
1922-03-13,M,M,
1922-03-14,M,M,
1922-03-15,M,M,
1922-03-16,M,M,
1922-03-17,M,M,
1922-03-18,M,M,
1922-03-19,M,M,
1922-03-20,M,M,
1922-03-21,M,M,
1922-03-22,M,M,
1922-03-23,M,M,
1922-03-24,M,M,
1922-03-25,M,M,
1922-03-26,M,M,
1922-03-27,M,M,
1922-03-28,M,M,
1922-03-29,M,M,
1922-03-30,M,M,
1922-03-31,M,M,
1922-04-01,M,M,
1922-04-02,M,M,
1922-04-03,M,M,
1922-04-04,M,M,
1922-04-05,M,M,
1922-04-06,M,M,
1922-04-07,M,M,
1922-04-08,M,M,
1922-04-09,M,M,
1922-04-10,M,M,
1922-04-11,M,M,
1922-04-12,M,M,
1922-04-13,M,M,
1922-04-14,M,M,
1922-04-15,M,M,
1922-04-16,M,M,
1922-04-17,M,M,
1922-04-18,M,M,
1922-04-19,M,M,
1922-04-20,M,M,
1922-04-21,M,M,
1922-04-22,M,M,
1922-04-23,M,M,
1922-04-24,M,M,
1922-04-25,M,M,
1922-04-26,M,M,
1922-04-27,M,M,
1922-04-28,M,M,
1922-04-29,M,M,
1922-04-30,M,M,
1922-05-01,M,M,
1922-05-02,M,M,
1922-05-03,M,M,
1922-05-04,M,M,
1922-05-05,M,M,
1922-05-06,M,M,
1922-05-07,M,M,
1922-05-08,M,M,
1922-05-09,M,M,
1922-05-10,M,M,
1922-05-11,M,M,
1922-05-12,M,M,
1922-05-13,M,M,
1922-05-14,M,M,
1922-05-15,M,M,
1922-05-16,M,M,
1922-05-17,M,M,
1922-05-18,M,M,
1922-05-19,M,M,
1922-05-20,M,M,
1922-05-21,M,M,
1922-05-22,M,M,
1922-05-23,M,M,
1922-05-24,M,M,
1922-05-25,M,M,
1922-05-26,M,M,
1922-05-27,M,M,
1922-05-28,M,M,
1922-05-29,M,M,
1922-05-30,M,M,
1922-05-31,M,M,
1922-06-01,M,M,
1922-06-02,M,M,
1922-06-03,M,M,
1922-06-04,M,M,
1922-06-05,M,M,
1922-06-06,M,M,
1922-06-07,M,M,
1922-06-08,M,M,
1922-06-09,M,M,
1922-06-10,M,M,
1922-06-11,M,M,
1922-06-12,M,M,
1922-06-13,M,M,
1922-06-14,M,M,
1922-06-15,M,M,
1922-06-16,M,M,
1922-06-17,M,M,
1922-06-18,M,M,
1922-06-19,M,M,
1922-06-20,M,M,
1922-06-21,M,M,
1922-06-22,M,M,
1922-06-23,M,M,
1922-06-24,M,M,
1922-06-25,M,M,
1922-06-26,M,M,
1922-06-27,M,M,
1922-06-28,M,M,
1922-06-29,M,M,
1922-06-30,M,M,
1922-07-01,M,M,
1922-07-02,M,M,
1922-07-03,M,M,
1922-07-04,M,M,
1922-07-05,M,M,
1922-07-06,M,M,
1922-07-07,M,M,
1922-07-08,M,M,
1922-07-09,M,M,
1922-07-10,M,M,
1922-07-11,M,M,
1922-07-12,M,M,
1922-07-13,M,M,
1922-07-14,M,M,
1922-07-15,M,M,
1922-07-16,M,M,
1922-07-17,M,M,
1922-07-18,M,M,
1922-07-19,M,M,
1922-07-20,M,M,
1922-07-21,M,M,
1922-07-22,M,M,
1922-07-23,M,M,
1922-07-24,M,M,
1922-07-25,M,M,
1922-07-26,M,M,
1922-07-27,M,M,
1922-07-28,M,M,
1922-07-29,M,M,
1922-07-30,M,M,
1922-07-31,M,M,
1922-08-01,M,M,
1922-08-02,M,M,
1922-08-03,M,M,
1922-08-04,M,M,
1922-08-05,M,M,
1922-08-06,M,M,
1922-08-07,M,M,
1922-08-08,M,M,
1922-08-09,M,M,
1922-08-10,M,M,
1922-08-11,M,M,
1922-08-12,M,M,
1922-08-13,M,M,
1922-08-14,M,M,
1922-08-15,M,M,
1922-08-16,M,M,
1922-08-17,M,M,
1922-08-18,M,M,
1922-08-19,M,M,
1922-08-20,M,M,
1922-08-21,M,M,
1922-08-22,M,M,
1922-08-23,M,M,
1922-08-24,M,M,
1922-08-25,M,M,
1922-08-26,M,M,
1922-08-27,M,M,
1922-08-28,M,M,
1922-08-29,M,M,
1922-08-30,M,M,
1922-08-31,M,M,
1922-09-01,M,M,
1922-09-02,M,M,
1922-09-03,M,M,
1922-09-04,M,M,
1922-09-05,M,M,
1922-09-06,M,M,
1922-09-07,M,M,
1922-09-08,M,M,
1922-09-09,M,M,
1922-09-10,M,M,
1922-09-11,M,M,
1922-09-12,M,M,
1922-09-13,M,M,
1922-09-14,M,M,
1922-09-15,M,M,
1922-09-16,M,M,
1922-09-17,M,M,
1922-09-18,M,M,
1922-09-19,M,M,
1922-09-20,M,M,
1922-09-21,M,M,
1922-09-22,M,M,
1922-09-23,M,M,
1922-09-24,M,M,
1922-09-25,M,M,
1922-09-26,M,M,
1922-09-27,M,M,
1922-09-28,M,M,
1922-09-29,M,M,
1922-09-30,M,M,
1922-10-01,88,70,
1922-10-02,87,72,
1922-10-03,87,71,
1922-10-04,89,71,
1922-10-05,91,71,
1922-10-06,91,71,
1922-10-07,92,72,
1922-10-08,91,70,
1922-10-09,90,70,
1922-10-10,83,62,
1922-10-11,80,58,
1922-10-12,81,60,
1922-10-13,75,62,
1922-10-14,80,70,
1922-10-15,77,70,
1922-10-16,89,73,
1922-10-17,89,73,
1922-10-18,89,73,
1922-10-19,M,70,
1922-10-20,86,70,
1922-10-21,85,70,
1922-10-22,86,69,
1922-10-23,87,63,
1922-10-24,83,73,
1922-10-25,87,65,
1922-10-26,76,63,
1922-10-27,75,64,
1922-10-28,81,63,
1922-10-29,83,67,
1922-10-30,86,71,
1922-10-31,88,68,
1922-11-01,87,68,
1922-11-02,80,69,
1922-11-03,83,63,
1922-11-04,83,60,
1922-11-05,83,63,
1922-11-06,83,63,
1922-11-07,86,63,
1922-11-08,86,59,
1922-11-09,82,61,
1922-11-10,83,55,
1922-11-11,82,62,
1922-11-12,83,62,
1922-11-13,81,67,
1922-11-14,83,64,
1922-11-15,85,69,
1922-11-16,87,61,
1922-11-17,78,62,
1922-11-18,82,58,
1922-11-19,83,57,
1922-11-20,84,59,
1922-11-21,83,63,
1922-11-22,83,60,
1922-11-23,74,58,
1922-11-24,68,59,
1922-11-25,71,54,
1922-11-26,64,45,
1922-11-27,72,47,
1922-11-28,70,58,
1922-11-29,71,36,
1922-11-30,75,48,
1922-12-01,79,65,
1922-12-02,75,56,
1922-12-03,82,52,
1922-12-04,82,50,
1922-12-05,82,56,
1922-12-06,81,58,
1922-12-07,83,61,
1922-12-08,84,63,
1922-12-09,85,58,
1922-12-10,84,60,
1922-12-11,84,64,
1922-12-12,83,63,
1922-12-13,81,55,
1922-12-14,81,55,
1922-12-15,84,56,
1922-12-16,85,59,
1922-12-17,86,61,
1922-12-18,86,63,
1922-12-19,81,62,
1922-12-20,74,66,
1922-12-21,72,56,
1922-12-22,64,45,
1922-12-23,72,34,
1922-12-24,74,42,
1922-12-25,78,44,
1922-12-26,78,45,
1922-12-27,76,54,
1922-12-28,74,60,
1922-12-29,63,42,
1922-12-30,74,42,
1922-12-31,77,57,
1923-01-01,78,58,
1923-01-02,84,60,
1923-01-03,80,61,
1923-01-04,76,53,
1923-01-05,73,42,
1923-01-06,70,48,
1923-01-07,78,60,
1923-01-08,79,52,
1923-01-09,79,53,
1923-01-10,68,41,
1923-01-11,70,33,
1923-01-12,75,39,
1923-01-13,76,43,
1923-01-14,76,57,
1923-01-15,79,49,
1923-01-16,72,41,
1923-01-17,69,32,
1923-01-18,72,40,
1923-01-19,73,40,
1923-01-20,76,43,
1923-01-21,79,46,
1923-01-22,81,47,
1923-01-23,82,48,
1923-01-24,81,57,
1923-01-25,70,54,
1923-01-26,73,40,
1923-01-27,80,50,
1923-01-28,80,54,
1923-01-29,81,50,
1923-01-30,83,54,
1923-01-31,83,53,
1923-02-01,80,54,
1923-02-02,83,51,
1923-02-03,84,50,
1923-02-04,83,58,
1923-02-05,86,62,
1923-02-06,80,67,
1923-02-07,69,58,
1923-02-08,71,56,
1923-02-09,82,60,
1923-02-10,84,57,
1923-02-11,85,57,
1923-02-12,85,65,
1923-02-13,85,66,
1923-02-14,85,57,
1923-02-15,79,54,
1923-02-16,65,37,
1923-02-17,63,49,
1923-02-18,57,39,
1923-02-19,69,33,
1923-02-20,73,34,
1923-02-21,74,37,
